1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1166,0.0,2.0,Gd,655,GLQ,201,400,Fin,2005.0,1166,Gd,9587,59.0,182.0,0,5,7,856,0.0,2005,2005,190000
1258,0.0,2.0,Av,0,Unf,1258,648,Fin,2007.0,1258,Gd,3922,53.0,72.0,16,5,7,1258,0.0,2006,2007,172500
1080,0.0,3.0,No,336,ALQ,748,484,Unf,1983.0,1080,TA,9187,71.0,0.0,0,5,6,1084,0.0,1983,1983,134000
1414,0.0,3.0,No,528,ALQ,245,601,Unf,1990.0,1414,TA,11029,87.0,0.0,51,8,6,1184,0.0,1958,2002,176500
520,623.0,2.0,No,0,Unf,600,480,RFn,2005.0,1223,Gd,2544,24.0,0.0,166,5,7,600,0.0,2005,2005,147400
1153,878.0,3.0,Av,252,ALQ,901,541,Fin,1998.0,2031,Gd,11404,75.0,202.0,84,5,7,1153,0.0,1998,1999,222500
1548,1066.0,4.0,No,956,ALQ,384,624,RFn,1974.0,2614,TA,10800,90.0,0.0,243,7,6,1522,0.0,1974,1997,240000
1136,883.0,3.0,No,0,Unf,728,532,Unf,1997.0,2019,Gd,11414,60.0,0.0,135,8,7,728,0.0,1910,1993,167500
1453,1357.0,4.0,No,482,GLQ,971,750,RFn,1990.0,2810,Gd,9572,70.04995836802664,336.0,0,5,8,1453,0.0,1990,1990,302000
1134,1370.0,4.0,No,0,Unf,1122,656,Fin,2005.0,2504,Ex,11198,77.0,245.0,39,5,9,1122,0.0,2005,2007,325000
894,0.0,3.0,Av,182,LwQ,0,308,Unf,1976.0,894,TA,10650,75.0,0.0,0,6,5,894,0.0,1976,1976,128200
808,704.0,3.0,No,0,Unf,660,180,Unf,1916.0,1656,TA,10410,60.0,0.0,0,7,5,660,0.0,1916,1987,135000
1264,1312.0,4.0,No,0,Unf,1234,666,Fin,2006.0,2576,Ex,12438,82.0,466.0,100,5,8,1234,0.0,2006,2006,361919
1310,0.0,3.0,Av,24,GLQ,1286,400,Fin,2005.0,1310,Gd,8767,65.0,0.0,0,5,7,1310,0.0,2005,2005,164990
928,836.0,3.0,No,821,GLQ,107,470,RFn,1997.0,1764,Gd,15426,65.0,0.0,99,5,6,928,0.0,1997,1997,231500
848,0.0,1.0,Av,662,GLQ,186,420,None,2004.0,848,Gd,4426,70.04995836802664,169.0,0,5,6,848,0.0,2004,2004,143000
892,0.0,3.0,No,340,Rec,524,264,RFn,1966.0,892,TA,9477,70.04995836802664,65.0,0,5,5,864,0.0,1966,1966,110000
1164,896.0,4.0,No,831,GLQ,320,521,None,1988.0,2060,TA,10029,97.0,268.0,228,5,6,1151,0.0,1988,1989,211000
1803,0.0,3.0,No,168,Rec,284,484,RFn,1957.0,1803,TA,13125,88.0,67.0,0,4,5,1134,0.0,1957,2000,155000
1164,0.0,3.0,No,1040,ALQ,124,240,Unf,1950.0,1164,TA,10880,68.0,0.0,48,5,5,1164,0.0,1950,1950,125000
1268,1097.0,2.86921381337252,Mn,1163,GLQ,89,856,None,1999.0,2365,Gd,9430,82.0,673.0,128,5,8,1252,0.0,1999,1999,337000
757,567.0,3.0,No,672,BLQ,0,240,Unf,1936.0,1324,TA,6000,50.0,0.0,0,6,4,672,0.0,1936,1950,128000
1574,0.0,3.0,No,24,GLQ,1550,824,RFn,2006.0,1574,Gd,11957,75.0,53.0,104,5,8,1574,0.0,2006,2006,232000
882,0.0,1.0,No,0,Unf,882,0,None,1978.5061638868744,882,TA,5500,55.0,0.0,0,6,4,882,0.0,1956,1956,103200
1136,768.0,3.0,No,180,Rec,676,240,Unf,1950.0,1904,TA,7200,60.0,0.0,0,4,5,1208,0.0,1950,1982,138000
2156,0.0,3.0,No,297,BLQ,1203,508,RFn,1968.0,2156,TA,20781,70.04995836802664,0.0,80,7,7,1568,0.0,1968,2003,262500
1004,0.0,2.0,Gd,975,GLQ,0,504,Unf,1977.0,1004,TA,10530,78.0,90.0,0,5,6,975,0.0,1977,1977,135000
1563,0.0,3.0,No,33,GLQ,1530,758,RFn,2007.0,1563,Gd,10206,78.0,468.0,99,5,8,1563,0.0,2007,2007,245000
1306,0.0,2.0,Mn,860,BLQ,132,756,Unf,1968.0,1306,TA,8712,64.0,0.0,0,7,5,992,0.0,1957,2000,153000
842,630.0,3.0,Mn,0,Unf,702,250,Unf,1925.0,1472,Gd,9600,60.0,0.0,0,8,5,702,0.0,1925,1994,125000
728,728.0,2.86921381337252,No,0,Unf,728,400,None,2005.0,1456,Gd,8029,51.0,0.0,24,5,6,728,100.0,2005,2005,176000
334,0.0,1.0,None,0,None,0,0,None,1978.5061638868744,334,Fa,5000,50.0,0.0,0,3,1,0,0.0,1946,1950,39300
630,0.0,1.0,Av,131,BLQ,0,0,None,1978.5061638868744,630,TA,1936,21.0,0.0,0,6,4,630,0.0,1970,1970,84500
848,0.0,1.0,Gd,662,GLQ,186,420,Fin,2004.0,848,Gd,4438,70.04995836802664,169.0,0,5,6,848,0.0,2004,2004,144500
1375,0.0,2.0,No,0,Unf,1367,451,Unf,1954.0,1375,TA,11310,75.0,0.0,30,5,6,1367,0.0,1954,1954,140000
1181,0.0,3.0,Av,920,BLQ,38,588,RFn,1974.0,1181,TA,10012,90.0,0.0,0,5,4,1138,0.0,1972,1972,137500
1580,0.0,3.0,No,0,Unf,1580,830,RFn,2008.0,1580,Gd,11932,92.0,186.0,24,5,8,1580,0.0,2007,2008,235128
1134,0.0,2.0,No,588,None,422,254,None,1960.0,1134,TA,7000,70.0,45.0,16,7,5,1010,0.0,1960,2002,135000
1561,0.0,2.0,No,1153,GLQ,408,556,Fin,2005.0,1561,Ex,7313,60.0,246.0,47,5,9,1561,203.0,2005,2005,277500
1154,0.0,3.0,Mn,740,BLQ,184,480,RFn,1966.0,1154,TA,11000,70.04995836802664,200.0,58,6,5,1154,0.0,1966,1966,154000
696,720.0,3.0,No,604,ALQ,92,484,Unf,1999.0,1416,Gd,2572,24.0,0.0,44,5,7,696,0.0,1999,1999,155000
884,0.0,2.0,Av,747,ALQ,0,504,RFn,1983.0,884,Gd,9180,70.04995836802664,0.0,0,7,5,840,240.0,1983,1983,144000
1133,687.0,4.0,No,329,Rec,697,240,Unf,1925.0,1820,TA,9120,60.0,0.0,100,6,7,1026,0.0,1925,1950,184000
1044,0.0,2.0,Av,0,Unf,540,504,Unf,1952.0,1044,Fa,8712,66.0,0.0,0,5,5,540,0.0,1952,1952,55993
1056,0.0,2.86921381337252,No,1056,Rec,0,384,Unf,1966.0,1056,TA,8900,70.04995836802664,0.0,42,4,4,1056,0.0,1966,1966,107000
1146,0.0,3.0,Av,786,GLQ,82,438,None,2003.0,1146,Gd,9590,73.0,442.0,22,5,7,868,0.0,2003,2003,187500
1187,530.0,3.0,Mn,902,LwQ,254,400,RFn,1990.0,1717,Gd,13758,44.0,117.0,36,5,7,1156,0.0,1990,1991,187500
1614,0.0,3.0,Av,20,GLQ,1594,865,RFn,2005.0,1614,Gd,11210,86.0,240.0,59,5,7,1614,0.0,2005,2006,221500
1431,0.0,3.0,Av,560,GLQ,871,666,Fin,1999.0,1431,Gd,9017,68.0,0.0,35,5,7,1431,0.0,1999,1999,192000
1342,0.0,3.0,No,251,Rec,491,457,Unf,1967.0,1342,TA,9790,70.04995836802664,0.0,0,5,6,1372,0.0,1967,1967,161500
1288,0.0,1.0,No,786,GLQ,474,500,Fin,1996.0,1288,Ex,14963,38.0,0.0,30,5,8,1260,0.0,1996,1996,245500
1478,0.0,2.0,Av,578,GLQ,892,484,Fin,2009.0,1478,Gd,4403,70.04995836802664,432.0,144,5,7,1470,0.0,2009,2009,222000
936,0.0,2.0,No,248,BLQ,448,308,Fin,1956.0,936,TA,5868,74.0,0.0,0,7,5,936,0.0,1956,2000,129000
753,741.0,3.0,No,547,BLQ,224,213,Unf,1942.0,1494,Gd,7500,70.04995836802664,0.0,0,7,6,771,0.0,1942,1950,177500
888,676.0,3.0,No,0,Unf,650,476,Unf,1980.0,1564,TA,8400,70.0,130.0,50,6,6,650,0.0,1980,1981,171000
1175,807.0,3.0,Av,421,GLQ,386,575,None,1989.0,1982,Gd,11287,82.0,340.0,84,6,7,807,0.0,1989,1989,228500
848,672.0,3.0,No,182,Rec,611,281,Unf,1968.0,1520,TA,4500,55.0,0.0,0,5,5,793,0.0,1932,2000,159434
916,826.0,4.0,No,216,BLQ,700,424,Unf,1925.0,1742,Gd,17671,121.0,0.0,169,9,8,916,0.0,1882,1986,168000
735,660.0,3.0,No,593,BLQ,130,497,Unf,1972.0,1395,TA,12936,70.04995836802664,0.0,116,6,6,723,0.0,1972,1972,162000
798,0.0,3.0,No,0,Unf,798,595,RFn,2003.0,1640,Gd,7226,72.0,0.0,45,5,7,798,0.0,2003,2003,183000
3228,0.0,2.86921381337252,No,1231,GLQ,1969,546,None,1992.0,3228,Gd,12692,70.04995836802664,0.0,75,5,8,3200,0.0,1992,1993,430000
1800,0.0,6.0,No,0,Unf,1800,0,None,1978.5061638868744,1800,TA,8000,80.0,0.0,0,4,5,1800,0.0,1961,1961,141000
1248,0.0,2.0,Av,16,GLQ,1232,438,Fin,2005.0,1248,Gd,3010,43.0,16.0,0,5,7,1248,0.0,2005,2006,167240
1625,0.0,2.0,Gd,1573,None,0,538,None,2006.0,1625,Gd,4750,44.0,481.0,0,5,8,1573,0.0,2006,2007,235000
1766,648.0,3.0,No,664,BLQ,290,520,None,1970.0,2414,TA,10800,60.0,0.0,0,4,5,954,0.0,1900,1970,160000
2110,0.0,3.0,No,1065,ALQ,1045,522,Fin,1968.0,2110,Ex,11160,93.0,0.0,0,5,7,2110,0.0,1968,1968,244000
1038,1060.0,2.86921381337252,Mn,0,Unf,1030,878,RFn,2005.0,2098,Ex,10240,80.0,178.0,52,5,8,1030,0.0,2005,2005,275500
935,0.0,3.0,No,560,BLQ,0,288,Unf,1965.0,935,TA,13526,70.04995836802664,114.0,0,6,5,935,0.0,1965,1965,137000
993,1243.0,4.0,No,0,Unf,964,642,Fin,1997.0,2236,Gd,13006,70.04995836802664,285.0,0,5,7,964,0.0,1997,1997,222000
1137,817.0,3.0,No,341,BLQ,457,431,None,1939.0,1954,Gd,15660,70.04995836802664,312.0,119,9,7,798,0.0,1939,2006,311500
952,0.0,2.0,Mn,852,ALQ,100,840,Unf,1988.0,952,TA,7350,60.0,0.0,0,7,5,952,0.0,1951,1951,139000
728,728.0,3.0,No,0,Unf,728,429,RFn,2006.0,1456,TA,15578,105.0,0.0,0,5,6,728,0.0,2006,2006,172785
1721,0.0,3.0,No,570,Rec,891,440,RFn,1968.0,1721,TA,10335,78.0,0.0,96,6,5,1461,0.0,1968,1993,180000
2028,0.0,2.0,Gd,1460,GLQ,408,880,RFn,2005.0,2028,Gd,11443,88.0,208.0,66,5,8,1868,0.0,2005,2006,369900
1360,0.0,1.0,Av,1036,GLQ,184,565,RFn,1984.0,1360,Gd,5814,70.04995836802664,0.0,0,5,8,1220,0.0,1984,1984,187500
1328,0.0,2.0,Gd,967,BLQ,383,308,None,1959.0,1328,TA,16905,115.0,0.0,104,6,5,1350,0.0,1959,1959,170000
1159,0.0,3.0,No,673,BLQ,378,336,Unf,1968.0,1159,TA,11553,70.04995836802664,188.0,0,5,5,1051,466.0,1968,1968,158000
1630,0.0,3.0,No,0,None,1630,451,Unf,2000.0,1630,Gd,9750,75.0,171.0,234,5,7,1630,0.0,2000,2001,213000
1262,0.0,2.86921381337252,No,905,GLQ,357,572,None,2006.0,1262,Gd,7200,60.0,68.0,120,5,6,1262,0.0,2006,2006,185000
720,0.0,2.0,None,0,None,0,287,Unf,1955.0,720,TA,6627,70.04995836802664,0.0,0,6,3,0,0.0,1949,1950,72500
954,795.0,5.0,No,0,Unf,795,440,Unf,1997.0,2230,TA,6204,60.0,0.0,188,5,4,795,0.0,1912,1950,118500
1166,1129.0,4.0,No,728,GLQ,367,590,RFn,1992.0,2295,Gd,13346,70.04995836802664,0.0,40,5,7,1095,0.0,1992,2000,268000
869,0.0,2.0,No,0,Unf,440,0,None,1978.5061638868744,869,Fa,5900,51.0,0.0,0,7,4,440,0.0,1923,1958,85500
912,1182.0,4.0,No,0,Unf,912,615,Fin,2003.0,2094,Gd,9375,75.0,0.0,182,5,7,912,0.0,2003,2004,263000
1005,0.0,2.0,No,0,Unf,1005,672,Unf,1977.0,1005,Fa,10434,60.0,0.0,0,5,4,1005,0.0,1955,1955,115000
1684,0.0,2.0,No,28,GLQ,1656,564,RFn,2005.0,1684,Ex,8849,63.0,616.0,72,5,9,1684,0.0,2005,2005,266000
1377,806.0,4.0,No,1002,GLQ,0,786,Unf,1988.0,2183,Gd,13837,70.04995836802664,178.0,0,5,7,1204,0.0,1988,1988,229000
1382,0.0,3.0,Gd,672,Rec,0,884,Unf,1991.0,1382,TA,19296,120.0,399.0,0,5,6,1362,0.0,1962,1962,176000
1445,689.0,5.0,No,0,Unf,844,441,Unf,1930.0,2134,Gd,11888,70.04995836802664,0.0,60,6,6,844,0.0,1916,1994,214500
849,811.0,3.0,No,326,LwQ,389,240,Unf,1939.0,1660,TA,11988,74.0,0.0,0,7,6,715,0.0,1934,1995,188700
600,600.0,2.0,No,0,Unf,600,480,RFn,2004.0,1200,Gd,3182,30.0,0.0,172,5,7,600,0.0,2004,2005,151000
1006,769.0,3.0,No,513,ALQ,227,425,None,1993.0,1775,Gd,9317,75.0,137.0,72,5,7,740,0.0,1993,1993,213000
1902,0.0,3.0,Av,1406,GLQ,496,567,Fin,1959.0,1902,Ex,17500,100.0,0.0,207,8,7,1902,0.0,1959,2002,335000
1504,0.0,1.0,No,16,GLQ,1330,457,Fin,2005.0,1504,Gd,3182,43.0,16.0,0,5,7,1346,0.0,2005,2006,181000
768,664.0,2.0,No,0,Unf,264,360,Unf,1910.0,1432,TA,9600,60.0,0.0,0,7,5,264,0.0,1910,2002,132000
1285,0.0,3.0,No,0,Unf,660,528,RFn,1977.0,1285,TA,8197,71.0,148.0,0,5,6,660,0.0,1977,1977,143500
1272,928.0,4.0,No,1084,ALQ,188,0,None,1978.5061638868744,2200,TA,8777,67.0,0.0,70,7,5,1272,0.0,1900,2003,145900
1182,960.0,2.86921381337252,No,448,Rec,448,509,Fin,1968.0,2142,Gd,13000,100.0,576.0,72,6,6,896,0.0,1968,1968,193500
1680,0.0,3.0,No,808,GLQ,72,540,Fin,1988.0,1680,Gd,21695,70.04995836802664,260.0,44,9,6,880,0.0,1988,2007,222000
2046,0.0,3.0,Mn,0,Unf,2046,834,Fin,2008.0,2046,Gd,11844,80.0,464.0,82,5,8,2046,0.0,2008,2008,372500
1029,0.0,3.0,Mn,903,Rec,126,261,Unf,1961.0,1029,TA,7943,61.0,192.0,0,5,4,1029,0.0,1961,1961,118500
1172,741.0,3.0,No,0,Unf,896,342,None,1929.0,1913,TA,7558,57.0,0.0,0,6,6,896,0.0,1928,1950,177000
943,0.0,2.0,Gd,943,GLQ,0,600,Unf,1979.0,943,TA,7032,70.04995836802664,0.0,0,5,5,943,0.0,1979,1979,135960
1010,1257.0,4.0,No,0,Unf,1010,390,RFn,2002.0,2267,Gd,8068,70.04995836802664,0.0,46,5,6,1010,0.0,2002,2002,200000
769,804.0,3.0,No,378,GLQ,378,440,Unf,2000.0,1573,Gd,2117,70.04995836802664,216.0,32,5,6,756,0.0,2000,2000,177500
774,0.0,3.0,No,544,Rec,0,0,None,1978.5061638868744,774,Gd,4270,70.0,0.0,0,6,3,544,0.0,1931,2006,79000
1160,448.0,3.0,No,264,BLQ,712,216,Unf,1925.0,1608,Gd,6171,51.0,0.0,16,6,6,976,147.0,1925,1990,137450
796,566.0,1.0,No,732,GLQ,64,480,Unf,1993.0,1362,TA,14115,85.0,0.0,30,5,5,796,0.0,1993,1995,143000
1241,0.0,1.0,No,1106,GLQ,135,569,None,2007.0,1241,Gd,4274,35.0,0.0,116,5,7,1241,0.0,2006,2007,199900
1444,700.0,4.0,Gd,697,Rec,747,389,Fin,1958.0,2144,Gd,159000,70.04995836802664,472.0,98,7,6,1444,0.0,1958,2006,277000
1256,0.0,3.0,No,830,BLQ,136,276,Fin,1965.0,1256,TA,9937,75.0,0.0,68,6,5,1256,736.0,1965,1965,147500
672,546.0,3.0,No,356,BLQ,316,264,Unf,1973.0,1218,TA,1890,21.0,285.0,28,5,6,672,0.0,1973,1973,113000
1569,0.0,1.0,No,988,None,398,660,None,2007.0,1569,Gd,3635,51.0,130.0,20,5,7,1386,0.0,2007,2007,175900
612,612.0,2.0,Av,294,GLQ,318,528,RFn,2009.0,1224,Gd,3000,30.0,76.0,234,5,6,612,0.0,2009,2009,173733
1434,0.0,3.0,No,20,GLQ,1434,527,RFn,2001.0,1434,Gd,8529,65.0,0.0,39,5,7,1454,0.0,2001,2001,189000
864,0.0,2.0,No,41,BLQ,823,0,None,1978.5061638868744,864,TA,8248,45.0,0.0,0,3,3,864,0.0,1914,1950,67000
1394,0.0,3.0,No,609,BLQ,785,514,RFn,1963.0,1394,TA,9500,70.04995836802664,247.0,76,5,6,1394,0.0,1963,1963,159000
1340,0.0,3.0,Av,24,GLQ,1316,396,Fin,2007.0,1340,Gd,8899,73.0,0.0,30,5,7,1340,0.0,2007,2007,181134
720,472.0,4.0,No,0,Unf,720,0,None,1978.5061638868744,1192,TA,10800,60.0,0.0,0,4,4,720,0.0,1949,1950,135000
546,546.0,3.0,No,334,BLQ,212,286,RFn,1973.0,1092,TA,1974,70.04995836802664,0.0,96,5,4,546,0.0,1973,1973,83500
1175,1540.0,4.0,No,575,GLQ,487,831,Fin,1994.0,2715,Gd,8963,70.04995836802664,289.0,204,9,8,1142,0.0,1976,1996,299800
1838,0.0,2.0,Av,1260,GLQ,578,765,None,2006.0,1838,Ex,14601,85.0,584.0,68,5,9,1838,0.0,2006,2006,315000
822,843.0,3.0,No,0,Unf,813,562,RFn,2007.0,1665,Gd,8125,65.0,0.0,0,6,7,813,0.0,2007,2007,205950
900,0.0,3.0,Av,769,ALQ,95,288,RFn,1967.0,900,TA,7838,68.0,0.0,144,5,5,864,0.0,1967,1967,123000
829,727.0,4.0,No,298,Rec,429,441,None,1968.0,1556,TA,11700,78.0,0.0,0,6,6,727,0.0,1968,1968,154000
923,0.0,3.0,No,658,ALQ,218,264,Unf,1984.0,923,TA,6951,37.0,0.0,0,5,5,876,0.0,1984,1985,119500
1088,0.0,2.0,No,0,Unf,1074,461,RFn,1987.0,1088,Gd,3696,70.04995836802664,0.0,74,5,8,1074,0.0,1986,1986,170000
1224,0.0,2.0,None,0,None,0,462,Unf,1962.0,1224,TA,9842,70.0,0.0,0,5,4,0,0.0,1962,1962,101800
1507,0.0,4.0,No,666,ALQ,409,404,Unf,1960.0,1507,TA,7910,70.0,0.0,0,5,5,1075,0.0,1960,1960,127000
1560,0.0,3.0,No,0,Unf,1560,573,Fin,2003.0,1560,Gd,9196,129.0,0.0,150,5,7,1560,0.0,2003,2003,201000
876,540.0,4.0,Mn,0,Unf,876,720,Unf,1949.0,1416,TA,12665,100.0,0.0,0,8,5,876,0.0,1915,1950,153900
1358,0.0,2.0,Av,720,GLQ,638,484,RFn,2004.0,1358,Gd,8198,59.0,146.0,30,5,7,1358,0.0,2004,2004,207000
1040,0.0,3.0,No,824,ALQ,216,308,Fin,1963.0,1040,TA,7500,75.0,0.0,0,5,5,1040,0.0,1963,1963,133000
673,709.0,3.0,No,641,GLQ,32,490,Unf,2000.0,1382,Gd,2651,70.04995836802664,0.0,50,5,7,673,0.0,2000,2000,165000
993,915.0,4.0,No,0,Unf,967,431,Fin,2002.0,1908,Gd,14191,85.0,0.0,0,5,8,967,0.0,2002,2002,202900
720,551.0,2.86921381337252,No,0,Unf,720,312,None,1948.0,1271,TA,21286,115.0,0.0,0,5,5,720,0.0,1948,1950,135000
483,0.0,2.0,No,358,ALQ,125,264,Unf,1971.0,987,TA,1680,21.0,604.0,0,3,6,483,0.0,1971,1971,89500
1742,590.0,3.0,Av,1280,GLQ,402,846,Fin,2008.0,2332,Ex,12474,96.0,272.0,134,5,10,1682,0.0,2007,2008,426000
866,902.0,3.0,Av,20,GLQ,846,578,RFn,2007.0,1768,Gd,10769,68.0,0.0,105,5,8,866,0.0,2007,2007,212000
1466,0.0,3.0,Av,16,GLQ,1450,610,Fin,2007.0,1466,Gd,8925,73.0,0.0,18,5,8,1466,0.0,2007,2007,201000
1088,780.0,4.0,No,381,ALQ,399,484,Unf,1976.0,1868,Gd,10304,70.04995836802664,44.0,96,7,5,780,0.0,1976,1976,197500
1034,0.0,3.0,Av,539,GLQ,473,888,Unf,1976.0,1034,TA,12328,70.04995836802664,335.0,0,5,6,1012,0.0,1976,1976,169900
1422,0.0,3.0,Av,0,Unf,1422,626,RFn,2004.0,1422,Gd,8500,63.0,106.0,60,5,7,1422,0.0,2004,2004,179600
902,918.0,4.0,Gd,454,ALQ,410,492,Unf,1965.0,1820,Gd,13700,70.04995836802664,288.0,84,6,7,864,0.0,1965,1988,201800
1422,0.0,3.0,No,588,None,606,576,Fin,1981.0,1422,Gd,12090,78.0,210.0,0,6,6,1422,0.0,1981,1981,175500
1301,0.0,2.0,No,0,Unf,1293,572,RFn,2006.0,1301,Gd,7200,60.0,0.0,121,5,7,1293,0.0,2006,2006,187750
2136,0.0,4.0,No,756,LwQ,1380,528,Unf,1951.0,2136,TA,10680,89.0,44.0,30,3,5,2136,0.0,1951,1951,137900
630,0.0,2.86921381337252,Av,515,GLQ,115,286,Unf,1970.0,630,Gd,1526,21.0,0.0,0,8,4,630,0.0,1970,2002,86000
953,711.0,3.0,No,0,Unf,953,460,RFn,2000.0,1664,TA,8121,70.04995836802664,0.0,40,5,6,953,0.0,2000,2000,172400
833,0.0,2.0,No,415,Rec,418,326,Unf,1955.0,833,Gd,5400,90.0,0.0,0,7,5,833,0.0,1954,2000,117000
804,0.0,2.86921381337252,No,510,BLQ,278,240,Unf,1940.0,804,Gd,7200,60.0,294.0,0,7,5,788,0.0,1940,1992,119000
804,670.0,3.0,No,0,Unf,384,400,Fin,1995.0,1474,TA,8530,70.04995836802664,22.0,72,5,7,384,120.0,1995,1996,168500
2117,0.0,4.0,Mn,865,BLQ,340,550,Fin,1970.0,2117,TA,12925,70.04995836802664,0.0,42,7,6,1205,0.0,1970,1970,237500
1155,0.0,3.0,Av,899,ALQ,210,576,Unf,1987.0,1155,Gd,11782,88.0,0.0,0,7,5,1109,192.0,1961,1995,148000
1040,0.0,2.0,None,0,None,0,400,Unf,1949.0,1040,TA,8544,70.04995836802664,340.0,0,4,3,0,0.0,1949,1950,87500
893,0.0,2.0,No,220,ALQ,625,576,Unf,1985.0,893,Gd,9600,60.0,0.0,0,7,5,845,0.0,1949,2003,135000
1700,0.0,3.0,Av,340,GLQ,1342,544,RFn,2003.0,1700,Gd,9135,70.0,120.0,23,5,6,1682,0.0,2003,2003,200000
1058,846.0,3.0,Av,546,GLQ,512,736,Fin,2003.0,1904,Ex,10927,74.0,280.0,60,5,8,1058,0.0,2005,2005,275000
997,0.0,3.0,No,0,Unf,793,0,None,1978.5061638868744,1517,Fa,8500,85.0,0.0,0,7,5,793,0.0,1919,2005,115000
1336,0.0,2.0,Mn,841,BLQ,324,375,Unf,1953.0,1336,TA,15750,90.0,56.0,0,5,5,1165,0.0,1953,1953,157000
1052,0.0,3.0,Av,504,None,506,440,Unf,1971.0,1052,TA,8816,80.0,80.0,0,7,6,1010,0.0,1971,1971,155000
630,0.0,1.0,Av,150,LwQ,0,0,None,1978.5061638868744,630,TA,1491,21.0,0.0,24,6,4,630,0.0,1972,1972,75500
964,0.0,2.0,No,713,ALQ,163,432,Unf,1921.0,964,TA,13360,80.0,0.0,0,7,5,876,0.0,1921,2006,163500
1130,0.0,2.0,No,821,None,299,720,Unf,1970.0,1130,TA,10800,60.0,0.0,0,6,5,1120,0.0,1920,1950,120000
1150,0.0,3.0,No,179,ALQ,465,300,RFn,1959.0,1150,TA,7945,70.0,0.0,0,6,5,1150,0.0,1959,1959,141000
780,595.0,3.0,No,0,None,780,544,Unf,1979.0,1375,Gd,9000,50.0,0.0,162,6,6,780,0.0,1937,1950,141000
990,1611.0,4.0,No,0,Unf,612,621,RFn,1998.0,2601,TA,9842,51.0,0.0,0,6,5,612,0.0,1921,1998,189000
2000,0.0,3.0,No,1464,GLQ,536,888,None,2004.0,2000,Gd,10386,80.0,246.0,0,5,8,2000,0.0,2004,2005,305900
728,728.0,3.0,No,0,Unf,728,440,Fin,2006.0,1456,Gd,11103,85.0,0.0,0,5,7,728,0.0,2006,2006,155835
1040,1040.0,5.0,Av,650,Rec,390,504,Unf,1969.0,2080,Fa,11606,70.0,192.0,0,5,5,1040,0.0,1969,1969,135000
958,0.0,2.0,Mn,498,BLQ,460,301,RFn,1960.0,958,TA,12772,70.04995836802664,0.0,0,8,6,958,0.0,1960,1998,151500
1096,370.0,3.0,No,626,ALQ,170,566,None,1950.0,1466,Gd,10800,60.0,0.0,21,8,5,796,0.0,1936,1989,170000
1062,887.0,3.0,No,750,GLQ,300,574,Fin,1993.0,1949,Gd,9938,80.0,246.0,90,5,7,1050,0.0,1993,1994,236000
1699,1523.0,5.0,Mn,1470,GLQ,203,594,Unf,1990.0,3222,Gd,12376,90.0,0.0,0,5,7,1673,0.0,1990,1990,320000
1040,0.0,2.0,None,0,None,0,625,Unf,1950.0,1040,TA,7200,60.0,0.0,0,7,5,0,0.0,1950,1950,109500
1644,0.0,3.0,No,1285,GLQ,131,418,Fin,1953.0,1644,TA,9600,80.0,238.0,0,5,6,1416,0.0,1953,1953,167000
1576,978.0,3.0,No,0,None,718,704,Unf,1996.0,2554,TA,10800,60.0,0.0,48,8,7,718,0.0,1890,1998,159500
546,0.0,3.0,No,273,BLQ,0,286,RFn,1970.0,1092,TA,2217,21.0,0.0,0,4,4,546,0.0,1970,1970,88000
1699,748.0,4.0,No,0,Unf,804,336,Unf,1969.0,2447,Gd,9638,50.0,0.0,0,7,6,804,0.0,1919,1990,169000
1165,0.0,3.0,Gd,312,Rec,276,490,RFn,1966.0,1165,TA,9020,82.0,183.0,129,7,6,1127,0.0,1966,1966,174900
794,676.0,2.86921381337252,Av,182,GLQ,612,388,Fin,1997.0,1470,TA,13869,70.04995836802664,0.0,75,6,6,794,0.0,1997,1997,177000
996,0.0,2.0,Av,747,GLQ,189,564,Unf,1992.0,996,Gd,9069,73.0,0.0,0,6,6,936,0.0,1992,1992,147000
1795,0.0,3.0,No,0,None,1777,534,RFn,2002.0,1795,Gd,9742,75.0,281.0,159,5,8,1777,0.0,2002,2002,230000
1319,0.0,3.0,No,428,BLQ,0,270,Unf,1953.0,1319,TA,10634,79.0,0.0,0,6,5,608,0.0,1953,1953,123000
1689,0.0,3.0,Av,0,Unf,1689,954,RFn,2007.0,1689,Gd,9849,83.0,0.0,56,6,7,1689,0.0,2007,2007,248328
990,0.0,3.0,No,686,GLQ,304,672,Unf,1996.0,990,TA,9245,57.0,0.0,0,5,5,990,0.0,1994,1995,145000
894,1039.0,4.0,Mn,0,Unf,894,668,Fin,2007.0,1933,Gd,14598,86.0,74.0,18,5,6,894,0.0,2007,2007,214000
1188,0.0,3.0,No,1000,Rec,188,531,RFn,1959.0,1188,TA,12160,70.04995836802664,180.0,0,5,5,1188,0.0,1959,1959,142000
1383,0.0,3.0,Mn,1064,BLQ,319,354,None,1954.0,1383,TA,13284,70.04995836802664,0.0,116,5,5,1383,0.0,1954,1954,165000
